transaction number,account number,card number,amount,transaction status,date,time
86C32EC5-56B5-CC78-81A7-C26D4DEAB02A,PK5946854926283432452330,6.70695E+18,303,success,21-11-2018,02:12
916C134C-9D42-5F7B-9DF9-575DF81263E0,LV33WQWA2132255904745,3.03466E+14,341,fail,13-01-2021,00:15
1A4B2D99-9112-CE49-1A37-F161A417E18C,MC4859874501974872448332427,676783 42 1333 8545 689,501,fail,22-08-2018,17:20
DC97ACBD-6A93-EC71-C4C9-7EDD051FBD8B,PL59814731383794973335133069,676746 37 6752 4376 355,765,fail,22-11-2020,23:35
09C20AC4-A43D-7784-1B4E-F49D6BC4D94B,FO2027229101175935,3618 524985 53254,82,fail,10-04-2020,03:03
14479E99-B56A-E446-5769-6D8516AB325A,SE1104759276542456434233,2149 614473 56665,831,fail,04-01-2019,20:57
BE1C9093-A5A6-F4A8-7B53-600692708B9D,ES1783768615372339528151,4.90567E+17,933,success,17-04-2019,20:27
29A36B61-0C97-6AF8-E4E4-1C93395B8871,CZ6193833583785781171545,4844 6886 8628 5133,147,success,29-11-2019,01:54
94248049-C87C-A9C4-9C3A-419FC6177EDF,CR6342127634118738112,3.02555E+14,327,fail,26-12-2018,21:01
47153936-7EAB-416A-5C11-1563BF040E95,IL743065056352040136034,3058 124754 22484,65,success,22-03-2020,09:02
EC91A9F2-6ED8-501E-972F-759A8E48CC6A,MR2408365957773286087236192,2.01455E+14,493,success,28-08-2020,05:48
EA156E61-CD94-EC92-DAD1-EB61E2DBAB55,FR7373971031885787466815588,644351 758514 4312,883,success,26-01-2020,11:44
51948BB9-33B9-FA31-52B8-52DCDAF0EB6A,AT805134733321222404,5.18986E+15,650,success,25-09-2019,08:58
D8782373-1FE6-44BA-9B8A-A8F1E0C6F319,BH51415217731485850523,2.14948E+14,195,fail,17-01-2019,08:29
D10BE29F-B156-1614-D3B1-FEC908E4A3DC,LU968534059841133652,2149 554341 15365,313,fail,09-07-2020,09:37
D82D586A-0E51-0341-25D2-E6A5252C7054,CZ5136421215187338387942,6.30432E+12,975,success,01-08-2018,10:54
13E875DB-CA6B-AFAD-E5E3-9294E53591C8,RO70YWTO6811043687956306,522376 459445 8657,251,success,02-03-2019,19:36
BD6F36C6-6479-4397-7764-64DB8B4D0127,MD3911217307110211982093,491362 366867 1832,953,success,25-05-2021,08:57
D18A9C26-31B5-6ABC-0DAA-BC7762FDC416,ES8867531043039053705431,3627 679336 44642,630,fail,03-05-2020,09:07
88A37730-324D-E096-8D5E-89A9A46C503F,BG32EWAT25376308758484,3.648E+14,22,success,01-07-2018,18:27
D5671D6B-2484-5A7E-EDAB-E9F261ED22DA,LI3488248803150970282,676 72736 42612 788,507,fail,29-07-2019,03:29
BF531BBE-9E78-2C27-B761-6CE0CA785518,MU9547587369622192247776722017,5388 7563 8375 3752,140,success,18-10-2020,08:30
E56DCCBA-3C93-A428-34F7-3B9C634B2D65,BH05939571551435472124,646 43917 87477 613,939,success,19-07-2020,22:59
71381EE2-C319-0857-EB64-348F620751EC,SA3787129274248817110361,3.00921E+14,389,fail,03-01-2019,11:29
7CEE4272-8B4B-260B-4066-464CA561BD85,KZ584405605353066212,4.02655E+15,480,success,12-06-2020,06:20
564307E9-2969-5A81-646D-C254726F5AC2,NL59DDAD8225672265,630 45543 63484 527,164,success,01-12-2019,23:41
EFB5B126-9D5C-272A-C3E8-590EE57B2AD8,NO0248503794353,2014 663253 26462,91,fail,09-11-2020,01:28
B173853C-A123-14BC-03DC-6C364E8B29DB,ME82842400666143762651,2.14934E+14,350,success,14-03-2021,02:34
966A27B1-9A88-1969-E725-296081A59C16,AT892118274652124116,5.01851E+15,861,success,11-09-2020,21:47
93A71B7B-63AC-C492-E0D9-14178E3FE316,AT343845586855568874,6.76156E+16,976,fail,12-07-2020,10:45
180C2488-55C3-6E47-96C0-DFC48D2A751B,ES1336108135277325368942,5893 628628 7286,707,fail,03-12-2018,01:03
D4D1188E-EE3D-C65E-1CA8-C9984E7E59E2,CZ1175395558738847325385,2.01426E+14,100,fail,11-08-2020,15:21
D8914A20-83C4-0946-3A8A-2CDAA45747D1,AE155943582158426156256,4.48559E+12,118,fail,17-05-2020,22:15
4A8C12AD-378E-80CD-1D34-AA837BB24691,NL57QJKB9587648551,5789 743 67 8490,886,fail,03-03-2020,03:12
12B61A2E-3C83-E51A-CF29-CD0FA87C3462,LV39NFXP8888853844552,4716 8837 2522 5886,341,success,28-04-2021,18:53
B51DAD7E-A4EA-1A91-9C64-04B7C4945987,PL80514178197672484291846315,489493 613863 8683,268,success,25-09-2018,06:59
268664BB-CB49-8E3B-3E8D-95C852439C21,MD4328226186730784744544,6.30466E+16,343,success,10-07-2020,00:29
D1EA9FD9-B88B-A927-7D9E-DB8D920A10AA,MU2913354210697503347542468159,4024 007 18 6877,971,success,25-07-2020,00:28
84DABD5D-C25A-66E5-6B4C-18E283D452C8,LB46339712645535827536175169,4.48545E+15,209,success,08-02-2020,11:30
8121CCDF-E18A-B9D2-49C1-E9910CEAAFF2,PL64678740834163197778601874,3008 268443 18574,492,success,12-07-2019,22:31
82BC7589-BF88-A129-2C4C-8D9548A44912,PK6911282784162517283993,633 42522 55424 966,422,success,02-07-2018,02:57
35687F23-2546-3873-8B72-6DCBE41290D4,GL7809775887727220,4556 3753 3483 6511,678,success,22-03-2021,06:11
6C399495-89E3-9C66-3989-D91894D399CE,MR8199424883255285646721826,6.44249E+15,260,fail,06-03-2020,18:25
40E14CB4-D371-DE1B-08E0-560D2794592D,NL45CSQP7718983718,4.91764E+15,498,success,14-12-2020,02:19
1CF68B76-B322-AFEF-A337-6711B4841A36,AE634448458248339203033,2.14939E+14,454,fail,05-05-2020,10:45
17181081-3D35-7AC9-2A8B-4210E274A47B,KZ742596441119257605,3.02463E+14,227,success,22-04-2021,08:56
D1BC6CE5-EDA6-447A-86C5-E099E6EC2843,VG6270690654729256840483,3.63167E+14,411,fail,10-12-2020,16:34
A3382579-9D72-C2C9-CA1F-20537E375182,MD8931217627713515717811,6.30446E+17,236,success,18-11-2020,07:40
649EB324-DD1D-3711-78D6-8646124A8E44,TR427456318786315546615153,490573 368461 5760,460,fail,13-07-2018,20:29
2927A73E-7BDD-D797-2C19-44249AE01557,AE125440468621557858625,2014 362843 25128,377,fail,21-05-2020,04:10
8940E209-4453-EADA-E5B2-AB66A767ECD9,BE29375436851644,633110 6527395284,700,success,19-01-2019,06:17
23D8A36D-1440-0567-CB38-6F0E57EE9344,PS467043071811512249194703125,6.76197E+17,672,success,13-10-2020,07:26
9939A1F2-AAA3-5639-8929-56A7D06301F6,MK17819455163365412,4508 4596 6624 4392,869,success,30-08-2018,05:58
F5A08B5A-6C96-92A9-F364-A534C9267C30,LV90RXNR6010629857380,514417 152672 4881,390,fail,05-11-2018,15:34
4452DC85-A2C9-A457-6A78-72459EC7A263,BH37084328258424767463,3.6722E+14,444,fail,18-01-2020,05:40
5638D075-CA86-59BE-6441-A4BB6F493547,DK8084022579176765,633433 4112996871,262,fail,18-06-2020,08:31
68324CA1-A4A9-84A6-34BA-39DC7149553C,DE32531247642675677852,3042 293263 35263,231,fail,18-12-2019,23:15
714311A4-7F78-C557-8970-372495EF678F,PK0378612430735285722616,3.05486E+14,978,fail,16-02-2019,16:39
C2EA6B40-EDD7-2A32-41F5-C68627CCCE27,FI2668732193695872,6.33466E+18,482,success,05-07-2020,13:40
